Time,PCS_AC_Power,PV_Power,Battery_Power,Microgrid_Net_Power,Microgrid_Total_Load
"7/21/22, 12:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 12:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 1:00:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 1:15:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 1:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 1:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 2:00:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 2:15:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 2:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 2:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 3:00:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 3:15:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 3:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 3:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 4:00:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 4:15:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 4:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 4:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 5:00:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 5:15:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 5:30:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 5:45:00 AM CDT",0.7,0,0,4.025903,3.325903
"7/21/22, 6:00:00 AM CDT",0.7,0,0,2.764176,2.064176
"7/21/22, 6:15:00 AM CDT",0.16,0.5,0,2.033703,1.873703
"7/21/22, 6:30:00 AM CDT",-1.13,1.7,0,0.6502317,1.849405
"7/21/22, 6:45:00 AM CDT",-2.533333,3.266667,0,-0.3735374,2.192869
"7/21/22, 7:00:00 AM CDT",-3.966667,4.666667,0,-2.033703,1.99963
"7/21/22, 7:15:00 AM CDT",-6.033333,7,0,-3.959496,2.007431
"7/21/22, 7:30:00 AM CDT",-9.27,10.23333,0,-7.080608,2.222726
"7/21/22, 7:45:00 AM CDT",-12.56667,13.63333,0,-10.13531,2.39828
"7/21/22, 8:00:00 AM CDT",-16.19667,17.39333,0,-13.44458,2.753176
"7/21/22, 8:15:00 AM CDT",-20.46667,21.89,0,-17.19102,3.309241
"7/21/22, 8:30:00 AM CDT",-25.26667,26.72333,0,-21.77308,3.39411
"7/21/22, 8:45:00 AM CDT",-29.58333,31.31333,0,-26.06184,3.485783
"7/21/22, 9:00:00 AM CDT",-33.51333,35.38667,0,-31.08661,2.363911
"7/21/22, 9:15:00 AM CDT",-38.27333,40.48,0,-35.60226,2.777741
"7/21/22, 9:30:00 AM CDT",-42.40667,44.85,0,-40.50528,1.905412
"7/21/22, 9:45:00 AM CDT",-48.00333,50.47334,0,-45.51345,2.599883
"7/21/22, 10:00:00 AM CDT",-52.01333,54.91333,0,-48.36893,3.744398
"7/21/22, 10:15:00 AM CDT",-55.42,58.21333,0,-51.35447,3.996488
"7/21/22, 10:30:00 AM CDT",-59.59,63.03333,0,-55.69027,3.866657
"7/21/22, 10:45:00 AM CDT",-62.66667,65.75333,0,-58.81138,3.755806
"7/21/22, 11:00:00 AM CDT",-65.94334,69.68333,0,-62.26453,3.715476
"7/21/22, 11:15:00 AM CDT",-69.04667,72.66667,0,-64.93462,4.056329
"7/21/22, 11:30:00 AM CDT",-70.15,73.98666,0,-66.22402,3.860265
"7/21/22, 11:45:00 AM CDT",-71.55334,75.36667,0,-67.9921,3.561491
"7/21/22, 12:00:00 PM CDT",-73.31333,77.47,0,-69.0546,4.278465
"7/21/22, 12:15:00 PM CDT",-73.15334,76.93667,0,-68.25773,4.88894
"7/21/22, 12:30:00 PM CDT",-75.72667,80.09333,0,-71.64446,4.062462
"7/21/22, 12:45:00 PM CDT",-76.03333,80.23,0,-72.17572,3.790946
"7/21/22, 1:00:00 PM CDT",-77.3,81.56667,0,-73.57026,3.69667
"7/21/22, 1:15:00 PM CDT",-77.74333,82.13334,0,-74.16792,3.575419
"7/21/22, 1:30:00 PM CDT",-77.9,82.2,0,-74.16792,3.732086
"7/21/22, 1:45:00 PM CDT",-76.93333,81.3,0,-72.90619,4.060216
"7/21/22, 2:00:00 PM CDT",-76.38667,80.66667,0,-72.77338,3.679697
"7/21/22, 2:15:00 PM CDT",-75.03333,79.4,0,-71.84369,3.222723
"7/21/22, 2:30:00 PM CDT",-74.16667,77.93333,0,-70.18352,3.949819
"7/21/22, 2:45:00 PM CDT",-72.7,76.53333,0,-68.25773,4.475348
"7/21/22, 3:00:00 PM CDT",-70.83334,74.8,0,-67.45531,3.377762
"7/21/22, 3:15:00 PM CDT",-69.13334,72.63333,0,-65.15598,4.013326
"7/21/22, 3:30:00 PM CDT",-66.40667,70.04,0,-62.46375,3.935994
"7/21/22, 3:45:00 PM CDT",-63.95,67.33334,0,-60.13951,3.77356
"7/21/22, 4:00:00 PM CDT",-60.27,63.5,0,-56.68637,3.649779
"7/21/22, 4:15:00 PM CDT",-57.33334,60.43333,0,-53.53205,3.803658
"7/21/22, 4:30:00 PM CDT",-53.5,56.33333,0,-49.89629,3.669859
"7/21/22, 4:45:00 PM CDT",-49.7,52.36666,0,-45.9783,3.655037
"7/21/22, 5:00:00 PM CDT",-45.42667,47.90667,0,-42.91806,2.437912
"7/21/22, 5:15:00 PM CDT",-38.78667,40.93667,0,-36.46555,2.337007
"7/21/22, 5:30:00 PM CDT",-29.81,31.49667,0,-27.29866,2.370641
"7/21/22, 5:45:00 PM CDT",-23.77,25.19,0,-20.84338,2.996355
"7/21/22, 6:00:00 PM CDT",-19.47333,20.73333,0,-15.85735,3.748097
"7/21/22, 6:15:00 PM CDT",-15.9,17.04,0,-12.19392,3.772487
"7/21/22, 6:30:00 PM CDT",-13.4,14.36667,0,-9.936094,3.496979
"7/21/22, 6:45:00 PM CDT",-10.36667,11.36667,0,-7.213422,3.152985
"7/21/22, 7:00:00 PM CDT",-7.88,8.833333,0,-6.084508,1.725491
"7/21/22, 7:15:00 PM CDT",-5.466667,6.3,0,-3.561056,1.838944
"7/21/22, 7:30:00 PM CDT",-3.146667,4.12,0,-1.668467,1.544476
"7/21/22, 7:45:00 PM CDT",-1.433333,2.196667,0,0.7858119,2.215116
"7/21/22, 8:00:00 PM CDT",0.0233333,0.45,0,2.432143,2.511883
"7/21/22, 8:15:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 8:30:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 8:45:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 9:00:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 9:15:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 9:30:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 9:45:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 10:00:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 10:15:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 10:30:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 10:45:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 11:00:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 11:15:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 11:30:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/21/22, 11:45:00 PM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 12:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 12:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 12:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 12:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 1:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 1:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 1:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 1:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 2:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 2:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 2:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 2:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 3:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 3:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 3:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 3:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 4:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 4:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 4:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 4:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 5:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 5:15:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 5:30:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 5:45:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 6:00:00 AM CDT",0.8,0,0,3.029803,2.229803
"7/22/22, 6:15:00 AM CDT",0.3333333,0.3666667,0,2.564956,2.19829
"7/22/22, 6:30:00 AM CDT",-0.7,1.4,0,0.7498416,1.416508
"7/22/22, 6:45:00 AM CDT",-1.766667,2.5,0,-0.0415041,1.691829
"7/22/22, 7:00:00 AM CDT",-3.436667,4.2,0,-1.50245,1.963956
"7/22/22, 7:15:00 AM CDT",-5.79,6.633333,0,-3.826683,1.929984
"7/22/22, 7:30:00 AM CDT",-8.67,9.6,0,-6.814981,1.821685
"7/22/22, 7:45:00 AM CDT",-11.85667,12.81,0,-9.139214,2.677193
"7/22/22, 8:00:00 AM CDT",-16.48,17.64333,0,-12.83862,3.44805
"7/22/22, 8:15:00 AM CDT",-21.20333,22.5,0,-17.72227,3.444133
"7/22/22, 8:30:00 AM CDT",-22.74,24.30333,0,-19.14171,3.327859
"7/22/22, 8:45:00 AM CDT",-30.52667,32.08,0,-27.88249,2.506694
"7/22/22, 9:00:00 AM CDT",-29.54667,31.28667,0,-27.73584,1.849219
"7/22/22, 9:15:00 AM CDT",-37.17,39.44,0,-34.90499,2.218213
"7/22/22, 9:30:00 AM CDT",-41.76667,43.93333,0,-39.43448,2.26193
"7/22/22, 9:45:00 AM CDT",-46.75666,49.31667,0,-43.32203,3.4013
"7/22/22, 10:00:00 AM CDT",-51.56333,54.3,0,-47.77128,3.722057
"7/22/22, 10:15:00 AM CDT",-54.7,57.6,0,-51.10268,3.633034
"7/22/22, 10:30:00 AM CDT",-58.00333,61.03667,0,-54.06054,3.956387
"7/22/22, 10:45:00 AM CDT",-57.39333,60.75,0,-53.50162,3.177761
"7/22/22, 11:00:00 AM CDT",-62.54,65.91,0,-58.60939,3.933681
"7/22/22, 11:15:00 AM CDT",-65.53333,69.00667,0,-61.60046,3.866211
"7/22/22, 11:30:00 AM CDT",-67.74667,71.3,0,-63.72547,4.020938
"7/22/22, 11:45:00 AM CDT",-69.97334,73.55333,0,-66.07738,3.960109
"7/22/22, 12:00:00 PM CDT",-71.66666,75.5,0,-68.19132,3.442011
"7/22/22, 12:15:00 PM CDT",-73.06667,77,0,-68.32413,4.742531
"7/22/22, 12:30:00 PM CDT",-73.5,77.43333,0,-70.18352,3.316483
"7/22/22, 12:45:00 PM CDT",-75.03333,79.16667,0,-71.31243,3.687568
"7/22/22, 1:00:00 PM CDT",-76.5,80.4,0,-72.17572,4.32428
"7/22/22, 1:15:00 PM CDT",-76.46667,80.4,0,-72.17572,4.290946
"7/22/22, 1:30:00 PM CDT",-75.5,80.4,0,-72.17572,3.32428
"7/22/22, 1:45:00 PM CDT",-75.5,80.4,0,-71.64447,3.72272
"7/22/22, 2:00:00 PM CDT",-75.5,79.9,0,-65.55165,9.912375
"7/22/22, 2:15:00 PM CDT",-74.06667,78.33334,0,-64.58876,9.477909
"7/22/22, 2:30:00 PM CDT",-72.2,76,0,-62.79578,9.437556
"7/22/22, 2:45:00 PM CDT",-71.3,75.24,0,-61.13561,10.16439
"7/22/22, 3:00:00 PM CDT",-69.53333,73.23333,0,-59.54185,9.925075
"7/22/22, 3:15:00 PM CDT",-67.73334,71.46667,0,-63.19422,4.539118
"7/22/22, 3:30:00 PM CDT",-65.05667,68.50666,0,-61.26843,3.891574
"7/22/22, 3:45:00 PM CDT",-61.8,65.02,0,-58.08091,3.686017
"7/22/22, 4:00:00 PM CDT",-58.71,61.80667,0,-55.15902,3.521243
"7/22/22, 4:15:00 PM CDT",-56.33334,59.26667,0,-52.22606,4.002135
"7/22/22, 4:30:00 PM CDT",-52.90667,55.73667,0,-48.83102,4.371797
"7/22/22, 4:45:00 PM CDT",-45.77333,47.9,0,-41.93856,3.481133
"7/22/22, 5:00:00 PM CDT",-45.34667,47.62,0,-41.54289,3.689155
"7/22/22, 5:15:00 PM CDT",-37.46333,39.58667,0,-34.0085,3.514833
"7/22/22, 5:30:00 PM CDT",-29.40667,31.08333,0,-25.71321,3.721782
"7/22/22, 5:45:00 PM CDT",-23.29,24.87667,0,-19.84728,3.449642
"7/22/22, 6:00:00 PM CDT",-19.6,20.93333,0,-15.9957,3.571486
"7/22/22, 6:15:00 PM CDT",-15.7,16.86333,0,-13.24813,2.529238
"7/22/22, 6:30:00 PM CDT",-12.07333,13.03667,0,-9.60406,2.482866
"7/22/22, 6:45:00 PM CDT",-8.073333,8.88,0,-6.018102,1.935491
"7/22/22, 7:00:00 PM CDT",-7.013333,7.746666,0,-5.354035,1.639558
"7/22/22, 7:15:00 PM CDT",-5.34,6.233333,0,-3.361836,1.948424
"7/22/22, 7:30:00 PM CDT",-2.753333,3.633333,0,0.0691736,2.823333
"7/22/22, 7:45:00 PM CDT",-0.2533333,0.95,0,2.266127,2.665737
"7/22/22, 8:00:00 PM CDT",0.4,0,0,2.033703,1.633703
"7/22/22, 8:15:00 PM CDT",0.4,0,0,2.033703,1.633703
"7/22/22, 8:30:00 PM CDT",0.4,0,0,2.033703,1.633703
"7/22/22, 8:45:00 PM CDT",0.4,0,0,2.033703,1.633703
"7/22/22, 9:00:00 PM CDT",0.4,0,0,2.89699,2.49699
"7/22/22, 9:15:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 9:30:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 9:45:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 10:00:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 10:15:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 10:30:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 10:45:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 11:00:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 11:15:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 11:30:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/22/22, 11:45:00 PM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 12:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 12:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 12:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 12:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 1:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 1:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 1:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 1:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 2:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 2:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 2:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 2:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 3:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 3:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 3:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 3:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 4:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 4:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 4:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 4:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 5:00:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 5:15:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 5:30:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 5:45:00 AM CDT",0.4,0,0,4.025903,3.625903
"7/23/22, 6:00:00 AM CDT",0.4,0,0,3.49465,3.09465
"7/23/22, 6:15:00 AM CDT",0.4,0.2333333,0,2.033703,1.633703
"7/23/22, 6:30:00 AM CDT",-0.5333334,1.1,0,1.895356,2.46453
"7/23/22, 6:45:00 AM CDT",-1.506667,2.3,0,-0.0415041,1.465163
"7/23/22, 7:00:00 AM CDT",-3.166667,4.1,0,-1.436044,1.79703
"7/23/22, 7:15:00 AM CDT",-5.5,6.343333,0,-2.564956,2.93145
"7/23/22, 7:30:00 AM CDT",-8.433333,9.466667,0,-5.885288,2.514712
"7/23/22, 7:45:00 AM CDT",-12.05333,12.96667,0,-9.537654,2.582086
"7/23/22, 8:00:00 AM CDT",-16.1,17.23333,0,-13.67423,2.392303
"7/23/22, 8:15:00 AM CDT",-20.4,21.71,0,-18.05431,2.378768
"7/23/22, 8:30:00 AM CDT",-24.96667,26.53333,0,-22.50355,2.529524
"7/23/22, 8:45:00 AM CDT",-29.38333,31.12667,0,-26.46028,2.988765
"7/23/22, 9:00:00 AM CDT",-33.62333,35.5,0,-30.09051,3.565898
"7/23/22, 9:15:00 AM CDT",-37.91333,39.99333,0,-34.14132,3.735354
"7/23/22, 9:30:00 AM CDT",-42.74,45.06667,0,-39.16055,3.615421
"7/23/22, 9:45:00 AM CDT",-47.96667,50.53,0,-44.38454,3.614943
"7/23/22, 10:00:00 AM CDT",-52.49667,55.17667,0,-48.63456,3.755437
"7/23/22, 10:15:00 AM CDT",-55.8,58.9,0,-52.09601,3.7397
"7/23/22, 10:30:00 AM CDT",-59.26333,62.46667,0,-55.75668,3.639472
"7/23/22, 10:45:00 AM CDT",-62.06667,65.32667,0,-58.14732,3.952427
"7/23/22, 11:00:00 AM CDT",-64.68333,68.23333,0,-60.73717,3.94257
"7/23/22, 11:15:00 AM CDT",-67,70.26667,0,-62.92859,4.071412
"7/23/22, 11:30:00 AM CDT",-68.46667,72.18,0,-64.45595,4.010725
"7/23/22, 11:45:00 AM CDT",-70.38667,74.2,0,-66.33193,4.054736
"7/23/22, 12:00:00 PM CDT",-72.23334,76.29333,0,-68.39054,3.875866
"7/23/22, 12:15:00 PM CDT",-73.96667,78.2,0,-70.18352,3.749817
"7/23/22, 12:30:00 PM CDT",-75.4,79.4,0,-71.51165,3.954756
"7/23/22, 12:45:00 PM CDT",-75.6,79.6,0,-72.17572,3.390948
"7/23/22, 1:00:00 PM CDT",-76.8,81.03333,0,-72.17572,4.590948
"7/23/22, 1:15:00 PM CDT",-77.4,81.4,0,-72.44135,4.958655
"7/23/22, 1:30:00 PM CDT",-77.03333,81.6,0,-73.039,3.927924
"7/23/22, 1:45:00 PM CDT",-75.88,80.32667,0,-72.17572,3.670945
"7/23/22, 2:00:00 PM CDT",-74.83333,78.96667,0,-71.04681,3.886265
"7/23/22, 2:15:00 PM CDT",-74.2,78.3,0,-70.18352,4.016479
"7/23/22, 2:30:00 PM CDT",-74.56667,78.60001,0,-70.18352,4.379819
"7/23/22, 2:45:00 PM CDT",-72.96667,77.10001,0,-69.45305,3.513624
"7/23/22, 3:00:00 PM CDT",-71.76667,75.60001,0,-67.85929,3.907381
"7/23/22, 3:15:00 PM CDT",-69.23334,72.75,0,-65.40778,3.89223
"7/23/22, 3:30:00 PM CDT",-66.27333,69.82333,0,-62.13171,4.118289
"7/23/22, 3:45:00 PM CDT",-63.95667,67.26667,0,-60.20592,3.721005
"7/23/22, 4:00:00 PM CDT",-60.39667,63.78334,0,-56.42074,4.045925
"7/23/22, 4:15:00 PM CDT",-57.58,60.57333,0,-53.85025,3.693778
"7/23/22, 4:30:00 PM CDT",-54.43666,57.5,0,-50.75957,3.610684
"7/23/22, 4:45:00 PM CDT",-50.74667,53.43333,0,-46.90799,3.805602
"7/23/22, 5:00:00 PM CDT",-46.33333,48.93333,0,-42.54452,3.726695
"7/23/22, 5:15:00 PM CDT",-39.6,41.87333,0,-36.0007,3.673154
"7/23/22, 5:30:00 PM CDT",-29.88667,31.85333,0,-27.36507,2.54922
"7/23/22, 5:45:00 PM CDT",-23.8,25.19333,0,-21.44104,2.325882
"7/23/22, 6:00:00 PM CDT",-19.16667,20.46667,0,-16.85899,2.274868
"7/23/22, 6:15:00 PM CDT",-15.23333,16.47,0,-12.66983,2.494456
"7/23/22, 6:30:00 PM CDT",-13,14.06667,0,-9.537654,3.462346
"7/23/22, 6:45:00 PM CDT",-9.966666,10.86667,0,-6.217322,3.716271
"7/23/22, 7:00:00 PM CDT",-7.566667,8.3,0,-5.022002,2.577998
"7/23/22, 7:15:00 PM CDT",-5.106667,5.933333,0,-3.361836,1.678424
"7/23/22, 7:30:00 PM CDT",-2.74,3.8,0,-1.30323,1.473436
"7/23/22, 7:45:00 PM CDT",-1.2,2.2,0,0.7609094,1.994243
"7/23/22, 8:00:00 PM CDT",0.06,0.57,0,2.033703,1.907297
"7/23/22, 8:15:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 8:30:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 8:45:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 9:00:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 9:15:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 9:30:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 9:45:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 10:00:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 10:15:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 10:30:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 10:45:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 11:00:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 11:15:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 11:30:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/23/22, 11:45:00 PM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 12:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 12:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 12:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 12:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 1:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 1:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 1:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 1:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 2:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 2:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 2:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 2:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 3:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 3:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 3:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 3:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 4:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 4:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 4:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 4:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 5:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 5:15:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 5:30:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 5:45:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 6:00:00 AM CDT",0.7,0,0,3.029803,2.329803
"7/24/22, 6:15:00 AM CDT",0.4866667,0.1,0,2.89699,2.423656
"7/24/22, 6:30:00 AM CDT",-0.5333333,1.3,0,0.8937227,1.357752
"7/24/22, 6:45:00 AM CDT",-2.1,2.833333,0,-0.1217455,1.942544
"7/24/22, 7:00:00 AM CDT",-5.653334,6.633333,0,-3.760276,1.929984
"7/24/22, 7:15:00 AM CDT",-7.213334,8.133333,0,-5.287629,2.051852
"7/24/22, 7:30:00 AM CDT",-9.656667,10.30667,0,-7.080608,2.542985
"7/24/22, 7:45:00 AM CDT",-12.33333,13.4,0,-9.936093,2.463906
"7/24/22, 8:00:00 AM CDT",-16.36667,17.58667,0,-14.04777,2.389155
"7/24/22, 8:15:00 AM CDT",-20.94333,22.30333,0,-18.58556,2.294962
"7/24/22, 8:30:00 AM CDT",-22.99667,24.44,0,-20.63586,2.08137
"7/24/22, 8:45:00 AM CDT",-25.99667,27.6,0,-23.83722,2.240053
"7/24/22, 9:00:00 AM CDT",-34.26667,36.11,0,-31.28583,3.014431
"7/24/22, 9:15:00 AM CDT",-37.92,40.06,0,-33.80928,4.044312
"7/24/22, 9:30:00 AM CDT",-42.49,44.91,0,-39.09968,3.540584
"7/24/22, 9:45:00 AM CDT",-48.55667,51.36333,0,-44.9822,3.611655
"7/24/22, 10:00:00 AM CDT",-53.10667,55.88333,0,-49.56425,3.632152
"7/24/22, 10:15:00 AM CDT",-53.71667,56.58333,0,-50.16191,3.405968
"7/24/22, 10:30:00 AM CDT",-58.46333,61.61666,0,-54.95426,3.459331
"7/24/22, 10:45:00 AM CDT",-62.27667,65.64667,0,-58.54575,3.98732
"7/24/22, 11:00:00 AM CDT",-65.15,68.59666,0,-61.20202,3.884907
"7/24/22, 11:15:00 AM CDT",-66.02333,69.71,0,-62.26453,3.758809
"7/24/22, 11:30:00 AM CDT",-69.08334,72.83334,0,-65.20026,3.917109
"7/24/22, 11:45:00 AM CDT",-69.29,73.07667,0,-65.59315,3.766015
"7/24/22, 12:00:00 PM CDT",-70.69666,74.47667,0,-67.07071,3.822104
"7/24/22, 12:15:00 PM CDT",-70.95667,74.82333,0,-67.26163,3.641708
"7/24/22, 12:30:00 PM CDT",-74.2,78.43999,0,-70.24992,4.016741
"7/24/22, 12:45:00 PM CDT",-74.9,78.84666,0,-70.84759,4.01908
"7/24/22, 1:00:00 PM CDT",-73.45,77.36667,0,-69.0546,4.385134
"7/24/22, 1:15:00 PM CDT",-72.46333,76.46,0,-68.65617,3.840759
